EPCI,LIBEPCI,NATURE_EPCI,NB_COM
200070902,CC Auxonne Pontailler Val de Saône,CC,35
200070910,CC Tille et Venelle,CC,18
200070928,CC Terre de Picardie,CC,43
200070936,CC Ponthieu-Marquenterre,CC,71
200070944,CC du Vimeu,CC,25
200070951,CC du Territoire Nord Picardie,CC,65
200070969,CC Avre Luce Noye,CC,47
200070977,CC du Grand Roye,CC,62
200070985,CC de l'Est de la Somme,CC,41
200070993,CA de la Baie de Somme,CA,43
200071017,CC des Terres d'Auxois,CC,76
200071025,CC Haute-Provence-Pays de Banon,CC,21
200071033,CC Jabron-Lure-Vançon-Durance,CC,14
200071041,CC du Chaourçois et du Val d'Armance,CC,42
200071058,CC Les Avant-Monts,CC,25
200071066,CA de Saint-Dié-des-Vosges,CA,77
200071074,CC Les Portes de l'Ile de France,CC,18
200071082,CA Montluçon Communauté,CA,21
200071116,CA ECLA (Espace Communautaire Lons Agglomération),CA,32
200071140,CA Moulins Communauté,CA,44
200071165,CA Les Sables d'Olonne Agglomération,CA,5
200071173,CC du Pays Arnay Liernais,CC,34
200071181,CC Somme Sud-Ouest,CC,119
200071199,CC Plaine Limagne,CC,25
200071207,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,CC,47
200071215,CC Chavanon Combrailles et Volcans,CC,36
200071223,CC Nièvre et Somme,CC,36
200071298,CC des Terres du Lauragais,CC,58
200071314,CC des Hauts-Tolosans,CC,29
200071363,CA Vichy Communauté,CA,39
200071371,CC Bresse et Saône,CC,20
200071389,CC Saint-Pourçain Sioule Limagne,CC,60
200071405,CC Ardèche Rhône Coiron,CC,15
200071413,CA Privas Centre Ardèche,CA,42
200071454,CA Evreux Portes de Normandie,CA,74
200071470,CC Entr'Allier Besbre et Loire,CC,44
200071496,CC du Bocage Bourbonnais,CC,25
200071504,CC des Collines du Perche Normand,CC,16
200071512,CC Commentry Montmarault Néris Communauté,CC,33
200071520,CC Domfront Tinchebray Interco,CC,15
200071538,CC Terres de Bresse,CC,25
200071546,CC Sud Retz Atlantique,CC,8
200071553,CC Loire Layon Aubance,CC,19
200071579,CC Bresse Louhannaise Intercom',CC,30
200071587,CC Loches Sud Touraine,CC,67
200071595,"CC Arbois, Poligny, Salins, Cœur du Jura",CC,66
200071629,CC Challans-Gois Communauté,CC,11
200071645,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,CC,16
200071652,CC du Pays Fertois et du Bocage Carrougien,CC,19
200071678,CA Agglomération du Choletais,CA,26
200071751,CA du Bassin de Bourg-en-Bresse,CA,74
200071769,CC Picardie des Châteaux,CC,36
200071777,"CC d'Arcis, Mailly, Ramerupt",CC,39
200071785,CA Chauny-Tergnier-La Fère,CA,48
200071819,CC du Périgord Nontronnais,CC,28
200071827,CA du Grand Angoulême,CA,38
200071843,CC du Vexin Normand,CC,39
200071850,CC du Pithiverais-Gâtinais,CC,32
200071868,CC des Vallées du Haut-Anjou,CC,16
200071876,CA Saumur Val de Loire,CA,45
200071884,CC Le Grand Charolais,CC,44
200071892,CA du Saint-Quentinois,CA,39
200071900,CC Vendée Grand Littoral,CC,20
200071918,CC du Pays de Saint-Fulgent - Les Essarts,CC,10
200071926,CC du Limouxin,CC,76
200071934,CC Pays de Fontenay-Vendée,CC,25
200071942,CC Haut Limousin en Marche,CC,40
200071967,CC Pays d'Évian Vallée d'Abondance,CC,22
200071983,CC Thiérache Sambre et Oise,CC,36
200071991,CC Retz-en-Valois,CC,54
200072007,CC de la Montagne d'Ardèche,CC,28
200072015,CA Annonay Rhône Agglo,CA,29
200072023,CC Cœur de Charente,CC,50
200072031,CA de la Région de Château-Thierry,CA,87
200072049,CC de Charente Limousine,CC,58
200072056,CC Porte du Jura,CC,22
200072064,CC Val-de-Cher-Controis,CC,33
200072072,CA Territoires Vendômois,CA,65
200072080,CC du Pays de Saint-Éloy,CC,34
200072098,CC Combrailles Sioule et Morge,CC,29
200072106,CC Adour Madiran,CC,72
200072130,CA du Pays de Meaux,CA,26
200072304,CC Vallée de l'Ubaye - Serre-Ponçon,CC,13
200072312,CA Seine Normandie Agglomération,CA,61
200072320,CC Val de Gers,CC,45
200072346,CA du Pays de Fontainebleau,CA,26
200072452,CA Fougères Agglomération,CA,29
200072460,"CA de Béthune-Bruay, Artois-Lys Romane",CA,100
200072478,CC Pays d'Opale,CC,23
200072544,CC des Deux Morin,CC,31
200072635,CC Pyrénées Haut Garonnaises,CC,76
200072643,CC Cœur et Coteaux du Comminges,CC,104
200072650,CC Touraine Vallée de l'Indre,CC,22
200072668,CC Touraine Val de Vienne,CC,40
200072676,CC Maine Saosnois,CC,51
200072684,CC Le Gesnois Bilurien,CC,22
200072692,CC des Vallées de la Braye et de l'Anille,CC,19
200072700,CC Haute Sarthe Alpes Mancelles,CC,38
200072718,CC de la Champagne Conlinoise et du Pays de Sillé,CC,24
200072726,CC Châteaubriant-Derval,CC,26
200072734,CC Estuaire et Sillon,CC,11
200072825,CC Mirebellois et Fontenois,CC,32
200072874,CC Val Briard,CC,21
200072882,CC de Vie et Boulogne,CC,15
200072981,CC Touraine Ouest Val de Loire,CC,28
200072999,CC du Grand Langres,CC,54
200073013,CC Carnelle Pays-de-France,CC,19
200073096,CA Arche Agglo,CA,41
200073104,CC de l'Île-Rousse - Balagne,CC,22
200073112,CC Sud Sarthe,CC,19
200073120,CC Nebbiu - Conca d'Oro,CC,15
200073138,CC Pasquale Paoli,CC,42
200073146,CC Cagire Garonne Salat,CC,55
200073161,CC Touraine-Est Vallées,CC,10
200073237,CC de Gâtine-Racan,CC,19
200073245,CC du Bassin d'Aubenas,CC,28
200073252,CC de la Castagniccia-Casinca,CC,42
200073260,CC Sud Vendée Littoral,CC,43
200073344,CA Rambouillet Territoires,CA,36
200073393,CC des Rives du Haut Allier,CC,60
200073401,CC Mézenc-Loire-Meygal,CC,22
200073419,CA du Puy-en-Velay,CA,72
200073427,CC Marches du Velay-Rochebaron,CC,14
200077014,CA Vienne Condrieu,CA,30
200083392,CA Laval Agglomération,CA,34
200084952,CU Le Havre Seine Métropole,CU,54
200085728,CC Brioude Sud Auvergne,CC,27
200085751,CC Entre Bièvre et Rhône,CC,37
200089456,CA Seine-Eure,CA,60
200090504,CA Coulommiers Pays de Brie,CA,54
200090561,CC Vierzon-Sologne-Berry,CC,16
200090579,CC Terre d'Émeraude Communauté,CC,92
200090751,CA Grand Calais Terres et Mers,CA,14
200093201,Métropole Européenne de Lille,ME,95
200096634,CC des Hautes Vosges,CC,14
200096642,CC Gérardmer Hautes Vosges,CC,8
200096675,CC Baud Communauté,CC,6
200096683,CC Centre Morbihan Communauté,CC,12
200096956,CA Agglomération d'Agen,CA,44
240100610,CC de la Côtière à Montluel,CC,9
240100750,CA du Pays de Gex,CA,27
240100800,CC de Miribel et du Plateau,CC,6
240100883,CC de la Plaine de l'Ain,CC,53
240100891,CC du Pays Bellegardien (CCPB),CC,12
240200444,CC de la Thiérache du Centre,CC,68
240200469,CC du Pays de la Serre,CC,42
240200477,CA GrandSoissons Agglomération,CA,27
240200493,CC du Pays du Vermandois,CC,54
240200501,CC du Val de l'Aisne,CC,57
240200519,CC du Canton d'Oulchy-le-Château,CC,26
240200576,CC de la Champagne Picarde,CC,46
240200584,CC du Canton de Charly-sur-Marne,CC,21
240200592,CC du Chemin des Dames,CC,30
240200600,CC des Trois Rivières,CC,26
240200634,CC des Portes de la Thiérache,CC,30
240300491,CC du Pays de Lapalisse,CC,14
240300558,CC du Pays de Tronçais,CC,15
240300566,CC du Val de Cher,CC,7
240300657,CC du Pays d'Huriel,CC,14
240400440,CC Pays Forcalquier et Montagne de Lure,CC,13
240500439,CC du Briançonnais,CC,13
240500462,CC du Pays des Ecrins,CC,8
240600551,CA de la Riviera Française,CA,15
240600585,CA de Sophia Antipolis,CA,24
240600593,CC du Pays des Paillons,CC,11
240700302,CC du Pays Beaume-Drobie,CC,19
240700617,CC Val de Ligne,CC,11
240700716,CC du Val d'Ay,CC,8
240700815,CC Berg et Coiron,CC,13
240700864,CC du Rhône aux Gorges de l'Ardèche,CC,9
240800821,"CC Ardenne, Rives de Meuse",CC,19
240800847,CC des Portes du Luxembourg,CC,50
240800862,CC des Crêtes Préardennaises,CC,94
240800920,CC de l'Argonne Ardennaise,CC,95
240900431,CC du Pays de Tarascon,CC,20
240900464,CC du Pays d'Olmes,CC,24
241000223,"CC Forêts, Lacs, Terres en Champagne",CC,15
241000405,CC de la Région de Bar-sur-Aube,CC,27
241000447,CC du Pays d'Othe,CC,14
241000488,CC de l'Orvin et de l'Ardusson,CC,25
241100593,CA Le Grand Narbonne,CA,37
241200187,CA Rodez Agglomération,CA,8
241200542,CC du Réquistanais,CC,11
241200567,CC de Millau Grands Causses,CC,15
241200625,CC du Pays Rignacois,CC,8
241200641,CC Conques-Marcillac,CC,12
241200658,CC du Pays de Salars,CC,9
241200674,CC du Plateau de Montbazens,CC,13
241200765,CC de Lévézou Pareloup,CC,10
241200807,CC Aveyron Bas Ségala Viaur,CC,7
241200906,CC Larzac et Vallées,CC,16
241200914,CC de la Muse et des Raspes du Tarn,CC,13
241300375,CC Vallée des Baux-Alpilles (CC VBA),CC,10
241300417,CA d'Arles-Crau-Camargue-Montagnette,CA,6
241400415,CC Cœur Côte Fleurie,CC,12
241400514,CC du Pays de Falaise,CC,58
241400555,CC de Bayeux Intercom,CC,36
241400860,CC Cœur de Nacre,CC,12
241400878,CC Terre d'Auge,CC,44
241500230,CA du Bassin d'Aurillac,CA,25
241500255,CC du Pays Gentiane,CC,17
241500271,CC du Pays de Mauriac,CC,11
241501055,CC Sumène - Artense,CC,16
241501089,CC Cère et Goul en Carladès,CC,11
241501139,CC du Pays de Salers,CC,27
241600303,CC du Rouillacais,CC,13
241700434,CA de La Rochelle,CA,28
241700459,CC de l'Île de Ré,CC,10
241700517,CC Cœur de Saintonge,CC,18
241700624,CC de l'Île d'Oléron,CC,8
241700632,CC de Gémozac et de la Saintonge Viticole,CC,16
241700640,CA Royan Atlantique,CA,33
241700699,CC du Bassin de Marennes,CC,6
241800374,CC La Septaine,CC,15
241800424,CC du Dunois,CC,17
241800432,CC Les Trois Provinces,CC,11
241800457,CC FerCher,CC,9
241800507,CA Bourges Plus,CA,17
241900133,CC de Ventadour - Egletons - Monédières,CC,19
241927201,CA Tulle Agglo,CA,43
241927243,CC du Pays d'Uzerche,CC,12
242000354,CA de Bastia,CA,5
242000495,CC de l'Alta Rocca,CC,18
242000503,CC Celavu-Prunelli,CC,10
242010056,CA du Pays Ajaccien,CA,10
242010130,CC du Sartenais Valinco Taravo,CC,18
242020071,CC du Centre Corse,CC,10
242020105,CC de Calvi Balagne,CC,14
242100154,CC des Vallées de la Tille et de l'Ignon,CC,23
242100410,Dijon Métropole,ME,23
242101434,CC du Pays Châtillonnais,CC,107
242101442,CC de Saulieu,CC,12
242101459,CC du Pays d'Alésia et de la Seine,CC,24
242101491,CC du Montbardois,CC,33
242101509,CC Rives de Saône,CC,38
242200715,CC du Kreiz-Breizh (CCKB),CC,23
242300135,CC du Pays Sostranien,CC,10
242320000,CC de Bénévent Grand Bourg,CC,16
242320109,CC du Pays Dunois,CC,17
242400752,CC Périgord-Limousin,CC,22
242400935,CC du Pays de Saint-Aulaye,CC,6
242401024,CC Isle-Loue-Auvézère en Périgord,CC,28
242500320,CC de Montbenoît,CC,16
242500338,CC du Grand Pontarlier,CC,10
242500361,CU Grand Besançon Métropole,CU,68
242504116,CC du Val de Morteau,CC,8
242504181,CC des Portes du Haut-Doubs,CC,47
242504355,CC du Plateau de Russey,CC,17
242504371,CC du Pays de Sancey-Belleherbe,CC,27
242504447,CC du Doubs Baumois,CC,58
242504488,CC Altitude 800,CC,11
242504496,CC du Plateau de Frasne et du Val du Drugeon (CFD),CC,10
242600252,CC du Val de Drôme en Biovallée,CC,29
242600492,CC Dieulefit-Bourdeaux,CC,21
242600534,CC du Diois,CC,50
242700276,CC du Pays de Conches,CC,25
242700607,CC du Pays du Neubourg,CC,41
242852465,CC du Bonnevalais,CC,19
242900074,CC du Pays d'Iroise,CC,19
242900314,Brest Métropole,ME,8
242900553,CC du Pays des Abers,CC,13
242900561,CC de Haute Cornouaille,CC,11
242900629,CC Cap Sizun - Pointe du Raz,CC,10
242900645,CC Douarnenez Communauté,CC,5
242900660,CC du Pays Fouesnantais,CC,7
242900694,CA Quimperlé Communauté,CA,16
242900702,CC du Pays Bigouden Sud,CC,12
242900710,CC du Haut Pays Bigouden,CC,10
242900744,CC Poher communauté,CC,11
242900751,CC du Pays de Landivisiau,CC,19
242900769,CA Concarneau Cornouaille Agglomération,CA,9
242900793,CC Communauté Lesneven Côte des Légendes,CC,14
242900801,CA du Pays de Landerneau-Daoulas,CA,22
242900835,CA Morlaix Communauté,CA,26
243000270,CC du Pays Viganais,CC,21
243000296,CC du Pays de Sommières,CC,18
243000569,"CC Rhony, Vistre, Vidourle",CC,10
243000585,CC Beaucaire Terre d'Argence,CC,5
243000593,CC de Petite Camargue,CC,5
243000643,CA de Nîmes Métropole,CA,39
243000650,CC Terre de Camargue,CC,3
243000684,CC du Pont du Gard,CC,16
243100518,Toulouse Métropole,ME,37
243100567,CC Lauragais Revel Sorezois,CC,28
243100633,CA du Sicoval,CA,36
243100732,CC des Coteaux du Girou,CC,18
243100773,CC Val'Aïgo,CC,9
243100781,CC Le Grand Ouest Toulousain,CC,7
243100815,CC des Coteaux Bellevue,CC,7
243200391,CC de la Lomagne Gersoise,CC,43
243200409,CC du Bas Armagnac,CC,26
243200417,CC de la Tenarèze,CC,26
243200425,CC Cœur d'Astarac en Gascogne,CC,19
243200458,CC du Grand Armagnac,CC,25
243200508,CC Bastides et Vallons du Gers,CC,30
243200599,CC du Saves,CC,32
243200607,CC Artagnan de Fezensac,CC,25
243300316,Bordeaux Métropole,ME,28
243300563,CA Bassin d'Arcachon Sud (COBAS),CA,4
243300811,CC de l'Estuaire,CC,14
243301165,CC Jalle-Eau-Bourde,CC,3
243301181,CC Latitude Nord Gironde,CC,12
243301215,CC du Créonnais,CC,15
243301223,CC du Grand Cubzaguais,CC,16
243301249,CC Les Rives de la Laurence,CC,6
243301264,CC de Montesquieu,CC,13
243301355,CC Les Coteaux Bordelais,CC,8
243301371,CC du Pays Foyen,CC,20
243301389,CC Médullienne,CC,10
243301397,CC du Fronsadais,CC,18
243301405,CC du Val de l'Eyre,CC,5
243301439,CC des Portes de l'Entre-Deux-Mers,CC,11
243301447,CC Médoc Estuaire,CC,10
243301454,CC Castillon/Pujols,CC,31
243301504,CA du Bassin d'Arcachon Nord,CA,8
243400017,Montpellier Méditerranée Métropole,ME,31
243400355,CC du Clermontais,CC,21
243400470,CA du Pays de l'Or,CA,8
243400488,CC La Domitienne,CC,8
243400520,CC du Pays de Lunel,CC,14
243400694,CC Vallée de l'Hérault,CC,28
243400736,CC des Cévennes Gangeoises et Suménoises,CC,13
243400769,CA de Béziers-Méditerranée,CA,17
243400819,CA Hérault-Méditerranée,CA,20
243500139,Rennes Métropole,ME,43
243500550,CC Montfort Communauté,CC,8
243500618,CC Brocéliande Communauté,CC,8
243500634,CC Roche aux Fées Communauté,CC,16
243500659,CC Pays de Châteaugiron Communauté,CC,5
243500667,CC Val d'Ille-Aubigné,CC,19
243500725,CC Côte d'Émeraude,CC,8
243500733,CC Bretagne Romantique,CC,25
243500741,CA Redon Agglomération,CA,31
243500774,CC Liffré-Cormier Communauté,CC,9
243500782,CA du Pays de Saint Malo Agglomération,CA,18
243600202,CC Chabris - Pays de Bazelle,CC,10
243600236,CC du Pays d'Issoudun,CC,12
243600293,CC Levroux Boischaut Champagne,CC,10
243600301,CC Val de l'Indre - Brenne,CC,12
243600319,CC Brenne - Val de Creuse,CC,28
243600327,CA Châteauroux Métropole,CA,14
243600343,CC Cœur de Brenne,CC,11
243600350,CC de la Châtre et Sainte-Sévère,CC,30
243700499,CC du Castelrenaudais,CC,16
243700754,Tours Métropole Val de Loire,ME,22
243700820,CC Autour de Chenonceaux Bléré-Val de Cher,CC,15
243800604,CA Porte de l'Isère (CAPI),CA,22
243800745,CC de l'Oisans,CC,19
243800935,CC Lyon Saint Exupéry en Dauphiné,CC,6
243800984,CA du Pays Voironnais,CA,31
243801024,CC du Massif du Vercors,CC,6
243801073,CC de Bièvre Est,CC,14
243801255,CC Collines Isère Nord Communauté,CC,10
243900354,CC de la Station des Rousses-Haut Jura,CC,4
243900420,CC du Val d'Amour,CC,24
243900479,CC Haut-Jura Arcade Communauté,CC,4
243900560,CC Jura Nord,CC,32
243900610,CC La Grandvallière,CC,8
243901089,CC de la Plaine Jurassienne,CC,21
244000543,CC de Mimizan,CC,6
244000659,CC du Seignanx,CC,8
244000675,CA du Grand Dax,CA,20
244000691,CC du Pays Morcenais,CC,6
244000766,CC du Pays Tarusate,CC,17
244000774,CC du Pays de Villeneuve en Armagnac Landais,CC,12
244000808,CA Mont de Marsan Agglomération,CA,18
244000824,CC du Pays Grenadois,CC,11
244000857,CC Côte Landes Nature,CC,10
244000865,CC Maremne Adour Côte Sud,CC,23
244000873,CC des Grands Lacs,CC,7
244000881,CC Coteaux et Vallées des Luys,CC,16
244100293,CC des Collines du Perche,CC,12
244100780,CC de la Sologne des Étangs,CC,12
244100798,CC du Grand Chambord,CC,16
244100806,CC de la Sologne des Rivières,CC,7
244200614,CC des Vals d'Aix et Isable,CC,12
244200622,CC des Monts du Pilat,CC,16
244200630,CC du Pays entre Loire et Rhône,CC,16
244200770,Saint-Etienne Métropole,ME,53
244200820,CC du Pays d'Urfé,CC,11
244200895,CC du Pilat Rhodanien,CC,14
244300307,CC du Pays de Montfaucon,CC,8
244301016,CC des Sucs,CC,9
244301099,CC Auzon Communauté,CC,12
244301107,CC du Haut-Lignon,CC,6
244301123,CC des Pays de Cayres et de Pradelles,CC,20
244301131,CC Loire et Semène,CC,7
244400404,Nantes Métropole,ME,24
244400438,CC Grand Lieu Communauté,CC,9
244400453,CC Pays de Blain Communauté,CC,4
244400503,CC d'Erdre et Gesvres,CC,12
244400537,CC de Nozay,CC,7
244400552,CC du Pays d'Ancenis,CC,20
244400586,CC du Sud Estuaire,CC,6
244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),CA,15
244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),CA,10
244500203,CA Montargoise et Rives du Loing (AME),CA,15
244500211,CC Giennoises,CC,11
244500419,CC des Quatre Vallées,CC,19
244500427,CC des Loges,CC,20
244500468,Orléans Métropole,ME,22
244500484,CC de la Forêt,CC,10
244500542,CC de la Plaine du Nord Loiret,CC,15
244600433,CC de la Vallée du Lot et du Vignoble,CC,27
244600482,CC Quercy - Bouriane,CC,20
244600532,CC du Pays de Lalbenque-Limogne,CC,23
244600573,CC du Causse de Labastide-Murat,CC,17
244700449,CC du Pays de Duras,CC,17
244700464,CC du Pays de Lauzun,CC,20
244701355,CC des Coteaux et Landes de Gascogne,CC,27
244701405,CC Lot et Tolzac,CC,15
244800405,CC Cœur de Lozère,CC,7
244800470,CC du Gévaudan,CC,12
244900015,CU Angers Loire Métropole,CU,29
244900809,CC Anjou Bleu Communauté,CC,11
244900882,CC Baugeois Vallée,CC,7
245100615,CC de la Grande Vallée de la Marne,CC,14
245100888,CC de la Brie Champenoise,CC,20
245100979,CC du Sud Marnais,CC,14
245200597,CC des Trois Forêts,CC,29
245300223,CC du Pays de Meslay-Grez,CC,22
245300355,CC de l'Ernée,CC,15
245300389,CC du Bocage Mayennais,CC,27
245300447,CC du Pays de Château-Gontier,CC,16
245400171,CC Moselle et Madon,CC,19
245400189,CC des Pays du Sel et du Vermois,CC,16
245400262,CA Grand Longwy Agglomération,CA,21
245400510,CC du Pays de Colombey et du Sud Toulois,CC,38
245400601,CC du Bassin de Pompey,CC,13
245400676,Métropole du Grand Nancy,ME,20
245400759,CC du Pays du Sanon,CC,28
245500327,CC du Sammiellois,CC,19
245501176,CC du Territoire de Fresnes-en-Woëvre,CC,32
245501184,CC du Pays de Revigny-sur-Ornain,CC,16
245501242,CC du Pays d'Étain,CC,26
245501259,CC du Pays de Montmédy,CC,25
245600440,CC Blavet Bellevue Océan Communauté,CC,5
245600465,CC de Belle-Île-en-Mer,CC,4
245614383,CC Questembert Communauté,CC,13
245614417,CC Roi Morvan Communauté,CC,21
245614433,CC Pontivy Communauté,CC,24
245700133,CC du District Urbain de Faulquemont,CC,33
245700372,CA de Forbach Porte de France,CA,21
245700398,CC de Freyming-Merlebach,CC,11
245700695,CC de Cattenom et Environs,CC,22
245700950,CC du Pays de Phalsbourg,CC,26
245701164,CC du Warndt,CC,5
245701206,CC du Saulnois,CC,128
245701222,CA du Val de Fensch,CA,10
245701271,CC du Pays Orne Moselle,CC,12
245701354,CC de l'Arc Mosellan,CC,26
245701362,CA Portes de France-Thionville,CA,13
245701404,CC du Pays Haut Val d'Alzette,CC,8
245801063,CC Loire et Allier,CC,6
245804406,CA de Nevers,CA,13
245804497,CC du Nivernais Bourbonnais,CC,9
245900428,CU de Dunkerque,CU,17
245900758,CC Flandre Lys,CC,8
245901038,CC du Pays Solesmois,CC,15
245901152,CC Cœur d'Ostrevent,CC,21
245901160,CA Valenciennes Métropole,CA,35
246000129,CC du Liancourtois,CC,10
246000376,CC du Clermontois,CC,18
246000566,CC du Plateau Picard,CC,52
246000582,CC des Sablons,CC,20
246000707,CC du Vexin-Thelle,CC,37
246000749,CC des Lisières de l'Oise,CC,20
246000756,CC du Pays Noyonnais,CC,42
246000764,CC de l'Aire Cantilienne,CC,11
246000772,CC des Deux Vallées,CC,16
246000848,CC de la Picardie Verte,CC,88
246000855,CC du Pays des Sources,CC,48
246000871,CC du Pays de Valois,CC,62
246000897,CC de la Plaine d'Estrées,CC,19
246000913,CC du Pays de Bray,CC,23
246000921,CC des Pays d'Oise et d'Halatte,CC,17
246100390,CC du Val d'Orne,CC,17
246100663,CU d'Alençon,CU,31
246200299,CA d'Hénin-Carvin,CA,14
246200364,CA de Lens - Liévin,CA,36
246200380,CC de la Terre des Deux Caps,CC,21
246200729,CA du Boulonnais,CA,22
246200844,CC de la Région d'Audruicq,CC,15
246201016,CC du Pays de Lumbres,CC,36
246300701,Clermont Auvergne Métropole,ME,21
246300966,CC du Massif du Sancy,CC,20
246301097,CC Entre Dore et Allier,CC,14
246400337,CC de la Vallée d'Ossau,CC,18
246401756,CC Pays de Nay,CC,29
246500482,CC de la Haute-Bigorre,CC,25
246500573,CC Aure Louron,CC,46
246600282,CC Sud-Roussillon,CC,6
246600373,CC du Vallespir,CC,10
246600399,CC Pyrénées Cerdagne,CC,19
246600415,CC Roussillon-Conflent,CC,16
246600423,CC Agly Fenouillèdes,CC,24
246600449,CC des Aspres,CC,19
246600464,CC Pyrénées catalanes,CC,19
246600548,CC du Haut Vallespir,CC,14
246700306,CC de la Vallée de la Bruche,CC,26
246700488,Eurométropole de Strasbourg,ME,33
246700744,CC des Portes de Rosheim,CC,9
246700777,CC de la Vallée de Villé,CC,18
246700843,CC de la Basse-Zorn,CC,7
246700926,CC du Pays de Wissembourg,CC,12
246700959,CC du Pays de la Zorn,CC,20
246700967,CC de Sélestat,CC,12
246701064,CC de la Région de Molsheim-Mutzig,CC,18
246701080,CC du Pays de Sainte-Odile,CC,6
246701098,CC du Pays de Niederbronn-les-Bains,CC,13
246800205,CC de la Vallée de Saint-Amarin,CC,15
246800395,CC du Val d'Argent,CC,4
246800445,CC du Centre du Haut-Rhin,CC,9
246800494,"CC du Pays de Rouffach, Vignobles et Châteaux",CC,11
246800551,CC de la Vallée de Kaysersberg,CC,8
246800569,CC de la Région de Guebwiller,CC,19
246800577,CC du Pays de Ribeauvillé,CC,16
246800585,CC de la Vallée de Munster,CC,16
246800676,CC de la Vallée de la Doller et du Soultzbach,CC,15
246800726,CA Colmar Agglomération,CA,20
246900575,CC de l'Est Lyonnais (CCEL),CC,8
246900625,CC du Pays de l'Arbresle (CCPA),CC,17
246900724,CC des Vallons du Lyonnais (CCVL),CC,8
246900740,CC du Pays Mornantais (COPAMO),CC,11
246900757,CC de la Vallée du Garon (CCVG),CC,5
246900765,CC du Pays de l'Ozon,CC,7
247000011,CA de Vesoul,CA,20
247000367,CC des Combes,CC,27
247000623,CC des Quatre Rivières,CC,41
247000664,CC du Pays de Lure,CC,23
247000698,CC des Monts de Gy,CC,25
247000706,CC du Pays Riolais,CC,33
247000714,CC du Pays de Villersexel,CC,34
247000722,CC du Pays d'Héricourt,CC,23
247000755,CC du Pays de Luxeuil,CC,15
247000821,CC Rahin et Chérimont,CC,9
247000854,CC des 1000 étangs,CC,26
247100290,CU Le Creusot Montceau-les-Mines,CU,34
247100589,CA Le Grand Chalon,CA,51
247100639,CC de Marcigny,CC,12
247100647,CC Bresse Nord Intercom',CC,16
247103765,CC Entre Saône et Grosne,CC,23
247103864,CC de Semur-en-Brionnais,CC,14
247104094,CC Sud Côte Chalonnaise,CC,36
247200090,CC du Pays Sabolien,CC,17
247200132,CU Le Mans Métropole,CU,20
247200348,CC du Pays Fléchois,CC,14
247200421,CC du Sud Est Manceau,CC,5
247200447,CC Orée de Bercé - Belinois,CC,8
247200629,CC du Val de Sarthe,CC,16
247200686,CC du Pays de l'Huisne Sarthoise,CC,33
247300015,CC des Vallées d'Aigueblanche,CC,3
247300254,CC de Haute-Tarentaise,CC,8
247300262,CC de Yenne,CC,13
247300361,CC du Canton de La Chambre,CC,12
247300452,CC Maurienne Galibier,CC,6
247300528,CC Val Guiers,CC,11
247300668,CC du Lac d'Aiguebelette (CCLA),CC,10
247300676,CC Porte de Maurienne,CC,11
247300817,CC Les Versants d'Aime,CC,4
247400047,CC de la Vallée Verte,CC,8
247400112,CC du Pays de Cruseilles,CC,13
247400567,CC Fier et Usses,CC,7
247400583,CC Arve et Salève,CC,8
247400617,CC des Vallées de Thônes,CC,12
247400666,CC des Quatre Rivières,CC,11
247400682,CC du Haut-Chablais,CC,15
247400690,CC du Genevois,CC,17
247400724,CC du Pays Rochois,CC,9
247400740,CC Rumilly Terre de Savoie,CC,17
247400773,CC des Sources du Lac d'Annecy,CC,7
247600505,CC Campagne-de-Caux,CC,22
247600588,CC des Villes Sœurs,CC,28
247600604,CC de Londinières,CC,16
247600620,CC Yvetot Normandie,CC,19
247600646,CC Caux - Austreberthe,CC,9
247600729,CC Falaises du Talou,CC,24
247600786,CA de la Région Dieppoise,CA,16
247700032,CC Moret Seine et Loing,CC,18
247700057,CA Melun Val de Seine,CA,20
247700065,CC du Pays de l'Ourcq,CC,22
247700107,CC Pays de Montereau,CC,21
247700339,CA Val d'Europe Agglomération,CA,10
247700594,CA Marne et Gondoire,CA,20
247700644,CC l'Orée de la Brie,CC,4
247700701,CC Brie Nangissienne,CC,20
247800550,CC du Pays Houdanais (CCPH),CC,36
247800584,CA Versailles Grand Parc (CAVGP),CA,18
247800618,CC Cœur d'Yvelines,CC,31
247900798,CC du Thouarsais,CC,24
248000499,CC du Val de Somme,CC,33
248000531,CA Amiens Métropole,CA,39
248000747,CC du Pays du Coquelicot,CC,65
248100158,CC du Sor et de l'Agout,CC,26
248100430,CA de Castres Mazamet,CA,14
248100497,CC Val 81,CC,19
248100737,CA de l'Albigeois (C2A),CA,16
248100745,CC Thoré Montagne Noire,CC,9
248200016,CC des Deux Rives,CC,28
248200057,CC du Quercy Caussadais,CC,19
248200065,CC de la Lomagne Tarn-et-Garonnaise,CC,31
248200099,CA Grand Montauban,CA,11
248200107,CC du Quercy Rouergue et des Gorges de l'Aveyron,CC,17
248300394,CA Sud Sainte Baume,CA,9
248300410,CC de la Vallée du Gapeau,CC,5
248300493,CA Dracénie Provence Verdon Agglomération,CA,23
248300543,Métropole Toulon-Provence-Méditerranée,ME,12
248300550,CC Cœur du Var,CC,11
